perm_network_tf_idf,perm_os_tf_idf,perm_personal_tf_idf,perm_system_tf_idf,perm_device_tf_idf,api_network_tf_idf,api_os_tf_idf,api_personal_tf_idf,api_system_tf_idf,api_device_tf_idf
0,0,0.018101962,0.039339294,0.006869166,0.011668988,0.007556107,0,0.028202652,0.009819041
0,0,0,0.042617568,0.014883193,0.012641404,0.005457189,0,0.020368582,0.042549177
0,0,0,0.106543921,0.022324789,0.009481053,0.004092891,0,0,0
0,0,0.058831375,0,0,0,0.016371566,0,0.030552873,0
0,0,0,0.011364685,0.005953277,0.017697966,0.012005815,0.014663127,0.024442299,0.017019671
0,0,0.041528029,0.030082989,0.010505783,0.008923344,0.009630333,0,0.014377823,0.015017357
0,0,0,0.106543921,0.022324789,0.009481053,0.004092891,0,0,0
0,0,0.052294556,0.056823424,0,0.008427603,0.003638126,0,0.013579055,0.028366118
0,0,0,0,0,0,0,0,0,0
0,0,0,0.170470273,0,0,0,0,0,0
0,0,0.042786455,0.038743244,0.008118105,0.003447656,0.010418269,0.039990345,0.005555068,0.011604321
0,0,0.026147278,0.037882283,0,0.008427603,0.010914377,0,0.013579055,0.028366118
0,0,0,0,0,0,0,0,0,0
0,0,0.052294556,0.047352854,0.019844257,0.004213801,0.007276251,0,0.006789527,0.014183059
0,0,0,0,0,0.037924212,0.016371566,0,0,0
0,0,0,0.106543921,0.022324789,0.009481053,0.004092891,0,0,0
0,0,0.058831375,0,0.044649579,0,0.016371566,0,0,0
0,0,0.018101962,0.019669647,0.006869166,0.026255224,0.006296756,0.016918992,0.018801768,0.009819041
0,0,0.039220917,0.028411712,0.009922129,0.008427603,0.010914377,0.024438544,0.006789527,0.014183059
0,0,0.147078438,0.021308784,0.022324789,0,0,0,0.015276437,0
0,0,0,0,0,0.025282808,0.021828754,0,0,0
0,0,0,0.039339294,0.013738332,0.023337977,0.01007481,0,0,0.019638082
0,0,0.031376733,0.02272937,0.023813109,0.010113123,0.010914377,0,0.016294866,0
0,0,0.005229456,0.007576457,0.003968851,0.023597288,0.010914377,0.019550835,0.021726488,0.011346447
0,0,0,0.039339294,0.013738332,0.023337977,0.007556107,0,0.009400884,0.019638082
0,0,0.0470651,0.025570541,0.008929916,0.011377264,0.008185783,0.02199469,0.012221149,0.012764753
0,0,0.014707844,0.05327196,0.011162395,0.004740527,0.01432512,0,0.007638218,0
0,0,0.049542211,0.026916359,0.018799823,0.011976067,0.008616614,0,0.006432184,0.013436582
0,0,0,0.063926352,0.022324789,0,0.008185783,0,0.015276437,0.031911883
0,0,0.016229345,0.011756571,0.012317125,0.023539166,0.009032588,0.030337503,0.012642568,0.008803278
0,0,0.016808964,0.024352896,0.012757023,0.016253234,0.00935518,0,0.017458785,0.018235361
0,0,0.058831375,0,0,0,0.016371566,0,0.030552873,0
0,0,0,0,0,0,0,0,0,0
0,0,0.012385553,0.053832718,0.009399911,0.019960112,0.005169968,0,0.012864368,0.013436582
0,0,0.078441833,0,0,0.012641404,0.010914377,0,0.020368582,0
0,0,0,0.077486488,0.01623621,0.013790623,0.002976648,0,0.022220271,0
0,0,0.0470651,0.102282164,0.017859832,0,0.003274313,0,0,0
0,0,0.0470651,0.034094055,0,0.007584842,0.009822939,0,0.012221149,0.025529506
0,0,0.072407846,0.06556549,0.041214996,0,0.002518702,0,0,0
0,0,0.0941302,0,0,0.015169685,0.006548626,0,0.024442299,0
0,0,0,0,0,0.075848424,0,0,0,0
0,0,0.01518229,0.010998082,0.011522472,0.031807404,0.00528115,0.014190122,0.019711531,0.008235325
0,0,0.029415688,0.042617568,0,0.009481053,0.012278674,0,0,0.031911883
0,0,0,0,0,0,0,0,0,0
0,0,0,0.056823424,0,0.025282808,0.005457189,0,0.020368582,0
0,0,0.029415688,0.021308784,0,0.028443159,0.008185783,0,0.015276437,0
0,0,0.0470651,0.034094055,0,0.03033937,0.006548626,0,0,0
0,0,0,0.085235136,0,0,0.008185783,0,0,0.063823765
0,0,0.050426893,0.024352896,0.012757023,0.010835489,0.00935518,0,0.008729392,0.018235361
0,0,0,0,0,0,0,0,0,0
0,0,0.018101962,0.039339294,0.006869166,0.011668988,0.007556107,0,0.028202652,0.009819041
0,0,0.0941302,0,0,0.015169685,0.006548626,0,0.024442299,0
0,0,0.006033987,0.013113098,0.013738332,0.021393145,0.009235242,0.022558656,0.021935396,0.006546027
0,0,0.0470651,0.068188109,0.035719663,0,0.006548626,0,0,0
0,0,0,0,0,0.037924212,0.016371566,0,0,0
0,0,0.037156658,0.017944239,0.018799823,0.007984045,0.008616614,0.023152305,0.012864368,0.026873164
0,0,0.011205976,0.016235264,0.008504682,0.018059149,0.007795984,0.041894647,0.02327838,0.012156908
0,0,0.007844183,0.011364685,0.011906554,0.022754527,0.010914377,0.014663127,0.016294866,0.008509835
0,0,0.052294556,0.018941141,0.019844257,0.016855205,0.007276251,0,0.013579055,0
0,0,0.017431519,0.012627428,0.006614752,0.021069007,0.007882606,0.024438544,0.024894934,0.009455373
0,0,0,0.085235136,0,0.009481053,0.004092891,0,0.030552873,0
0,0,0,0,0,0.025282808,0.015591967,0,0.02327838,0
0,0,0.064179682,0,0,0.020685934,0.011906593,0,0.011110136,0
0,0,0.015688367,0.056823424,0.023813109,0.005056562,0.006548626,0,0.016294866,0.017019671
0,0,0,0.030994595,0.032472421,0.006895311,0.008929945,0,0.011110136,0.046417284
0,0,0.033617929,0.073058688,0.05102809,0,0.00467759,0,0,0
0,0,0.0470651,0.02272937,0.023813109,0.005056562,0.008731502,0,0.008147433,0.034039341
0,0,0.021393227,0.030994595,0.01623621,0.006895311,0.014883242,0,0.011110136,0
0,0,0,0.048705792,0.025514045,0.021670978,0.00467759,0,0,0.036470723
0,0,0,0.073058688,0,0.010835489,0.00467759,0,0.034917569,0
0,0,0,0.034094055,0.017859832,0.015169685,0.009822939,0,0.012221149,0.025529506
0,0,0.039220917,0.042617568,0.014883193,0.006320702,0.010914377,0,0,0.021274588
0,0,0.007024642,0.012721662,0.007996939,0.019245123,0.007819255,0.026262316,0.029184834,0.015241496
0,0,0.0470651,0.02272937,0.011906554,0.010113123,0.006548626,0.029326253,0.016294866,0.017019671
0,0,0,0,0,0.018962106,0.016371566,0,0.030552873,0
0,0,0,0.085235136,0.029766386,0,0.005457189,0,0.020368582,0
0,0,0.037156658,0.017944239,0.018799823,0.007984045,0.008616614,0.023152305,0.012864368,0.026873164
0,0,0.100853786,0,0,0,0.014032771,0,0.017458785,0
0,0,0,0,0,0,0,0,0,0
0,0,0.0470651,0.068188109,0.035719663,0,0.006548626,0,0,0
0,0,0.013073639,0.018941141,0.009922129,0.025282808,0.010914377,0,0.006789527,0.014183059
0,0,0,0,0.044649579,0.018962106,0.016371566,0,0,0
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0,0,0,0.037924212,0.016371566,0,0,0
0,0,0,0,0.059532772,0.025282808,0.010914377,0,0,0
0,0,0,0.068188109,0.071439326,0,0.006548626,0,0,0
0,0,0.018101962,0.039339294,0.006869166,0.011668988,0.007556107,0,0.028202652,0.009819041
0,0,0.015347315,0.011117626,0,0.024733182,0.009965301,0.028688726,0.018597401,0.005549893
0,0,0,0,0,0,0,0,0,0
0,0,0,0.014823502,0.007765144,0.026382061,0.011388915,0,0.015940629,0.011099785
0,0,0,0.085235136,0,0.007584842,0.006548626,0,0.012221149,0.025529506
0,0,0.018101962,0.013113098,0.020607498,0.017503483,0.01007481,0.016918992,0.014101326,0.009819041
0,0,0.007353922,0.010654392,0.005581197,0.023702633,0.006139337,0.041240043,0.026733764,0.015955941
0,0,0,0.037882283,0.019844257,0.016855205,0.010914377,0,0,0.028366118
0,0,0,0,0.071439326,0.015169685,0.013097253,0,0,0
0,0,0,0,0,0.025282808,0.021828754,0,0,0
0,0,0,0.136376218,0,0,0,0,0.024442299,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0,0.136376218,0,0,0,0,0.024442299,0
0,0,0,0.051141082,0.017859832,0.015169685,0.009822939,0,0,0.025529506
0,0,0.009805229,0.014205856,0.007441596,0.022122457,0.00955008,0.018328908,0.020368582,0.010637294
0,0,0.058831375,0,0,0,0.016371566,0,0.030552873,0
0,0,0.039220917,0.028411712,0.014883193,0.006320702,0.010914377,0,0.010184291,0.021274588
0,0,0.033617929,0,0.025514045,0.010835489,0.014032771,0,0,0.036470723
0,0,0.02353255,0.017047027,0.008929916,0.026546949,0.009822939,0,0.006110575,0.012764753
0,0,0.067235857,0.036529344,0.012757023,0.010835489,0.007016385,0,0,0.018235361
0,0,0.067235857,0,0.025514045,0,0.014032771,0,0.017458785,0
0,0,0.036203923,0.091791685,0,0.011668988,0.002518702,0,0,0.019638082
0,0,0,0,0,0.037924212,0.016371566,0,0,0
0,0,0.031376733,0.02272937,0.011906554,0.015169685,0.010914377,0,0.008147433,0.017019671
0,0,0,0.102282164,0,0,0.006548626,0,0.024442299,0
0,0,0.041528029,0.030082989,0.010505783,0.013385016,0.007704266,0,0.014377823,0.015017357
0,0,0,0.013113098,0.006869166,0.02042073,0.011334161,0.016918992,0.02350221,0.009819041
0,0,0,0,0,0,0,0,0,0
0,0,0.026147278,0.113646849,0.019844257,0,0.003638126,0,0,0
0,0,0,0.170470273,0,0,0,0,0,0
0,0,0.052294556,0.028411712,0.009922129,0.012641404,0.005457189,0.024438544,0.013579055,0.014183059
0,0,0.039220917,0.028411712,0.014883193,0.006320702,0.010914377,0,0.010184291,0.021274588
0,0,0.041528029,0.030082989,0.010505783,0.013385016,0.007704266,0,0.014377823,0.015017357
0,0,0,0.008315623,0,0.033299308,0.009583356,0.010729117,0.017884609,0.012453418
0,0,0,0,0,0,0,0,0,0
0,0,0,0.077486488,0.01623621,0.013790623,0.002976648,0,0.022220271,0
0,0,0.031376733,0.02272937,0.011906554,0.010113123,0.013097253,0,0.008147433,0.017019671
0,0,0.006921338,0.010027663,0.005252892,0.020077524,0.011556399,0.025876106,0.021566734,0.007508678
0,0,0,0.037882283,0.013229505,0.016855205,0.006063543,0.016292363,0.022631758,0.018910745
0,0,0,0,0,0.075848424,0,0,0,0
0,0,0.041528029,0.050138316,0.010505783,0.008923344,0.0057782,0.025876106,0.007188911,0.015017357
0,0,0.044123531,0.021308784,0.022324789,0.009481053,0.010232229,0,0.007638218,0.015955941
0,0,0.0470651,0.034094055,0.017859832,0.007584842,0.006548626,0,0.012221149,0.025529506
0,0,0,0.015497298,0.008118105,0.02413359,0.010418269,0,0.022220271,0.011604321
0,0,0,0,0,0,0,0,0.122211493,0
0,0,0,0.048705792,0,0.010835489,0.014032771,0,0,0.036470723
0,0,0.009805229,0.007102928,0.007441596,0.018962106,0.010232229,0.018328908,0.0280068,0.010637294
0,0,0.012385553,0.00897212,0.004699956,0.015968089,0.011201598,0.023152305,0.025728735,0.013436582
0,0,0.027685353,0.020055326,0.010505783,0.02230836,0.013482466,0,0,0
0,0,0,0.012176448,0.006378511,0.018962106,0.008185783,0.015710493,0.034917569,0.018235361
0,0,0.041528029,0.030082989,0.010505783,0.013385016,0.007704266,0,0.014377823,0.015017357
0,0,0,0.046491893,0.01623621,0.013790623,0.011906593,0,0,0.023208642
0,0,0.033617929,0,0.025514045,0,0.014032771,0,0.034917569,0
0,0,0.058831375,0,0,0,0.016371566,0,0.030552873,0
0,0,0,0.085235136,0,0.009481053,0.004092891,0,0.030552873,0
0,0,0,0.013637622,0.007143933,0.027305433,0.013097253,0.017595752,0.00488846,0.010211802
0,0,0,0.02272937,0.011906554,0.010113123,0.004365751,0.029326253,0.048884597,0.017019671
0,0,0,0.039339294,0.013738332,0.011668988,0.007556107,0,0.018801768,0.039276163
0,0,0,0.102282164,0.035719663,0,0,0,0.024442299,0
0,0,0.037156658,0.017944239,0.009399911,0.003992022,0.010339936,0.023152305,0.032160919,0
0,0,0.027685353,0.040110652,0.010505783,0.017846688,0.0057782,0,0.014377823,0.015017357
0,0,0.0470651,0,0,0.015169685,0.013097253,0,0.024442299,0
0,0,0,0,0,0,0.024557348,0,0.030552873,0
0,0,0,0.008523514,0.004464958,0.020858317,0.012278674,0.02199469,0.021387011,0.012764753
0,0,0.058831375,0,0,0.037924212,0,0.109973449,0,0
0,0,0.027152942,0.045895843,0.013738332,0.005834494,0.008815458,0,0.02350221,0
0,0,0.058831375,0,0.022324789,0.023702633,0.004092891,0,0.015276437,0.015955941
0,0,0,0,0,0.025282808,0.021828754,0,0,0
0,0,0.07059765,0.034094055,0,0.007584842,0.006548626,0,0.012221149,0.025529506
0,0,0.033617929,0.024352896,0.012757023,0.021670978,0.00467759,0,0.017458785,0.018235361
0,0,0.019610458,0.028411712,0.014883193,0.025282808,0.005457189,0,0.010184291,0.021274588
0,0,0.058831375,0,0,0,0.024557348,0,0,0
0,0,0.078441833,0,0,0.012641404,0.010914377,0,0.020368582,0
0,0,0,0.024352896,0.012757023,0.010835489,0.016371566,0,0.017458785,0
0,0,0,0,0,0.018962106,0.024557348,0,0,0
0,0,0,0,0,0.075848424,0,0,0,0
0,0,0,0.063926352,0.022324789,0,0.008185783,0,0.015276437,0.031911883
0,0,0.088247063,0.042617568,0.066974368,0,0,0,0,0
0,0,0.039220917,0,0.029766386,0.012641404,0.016371566,0,0,0
0,0,0.029415688,0.042617568,0.011162395,0.01422158,0.008185783,0,0.007638218,0.015955941
0,0,0.042786455,0.030994595,0.01623621,0.013790623,0.005953297,0,0.011110136,0.023208642
0,0,0,0.068188109,0,0,0.013097253,0,0.024442299,0
0,0,0,0,0,0.025282808,0.021828754,0,0,0
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0.036203923,0.026226196,0,0.023337977,0.007556107,0,0.009400884,0.019638082
0,0,0.106966136,0,0,0.006895311,0.011906593,0,0.011110136,0
0,0,0.033617929,0.048705792,0,0.021670978,0.00467759,0,0,0.036470723
0,0,0.039220917,0,0.029766386,0.012641404,0.016371566,0,0,0
0,0,0,0.102282164,0.035719663,0,0.006548626,0,0,0
0,0,0.067235857,0,0.025514045,0,0.00935518,0,0.034917569,0
0,0,0,0.012176448,0.006378511,0.024379851,0.011693975,0.015710493,0.017458785,0.009117681
0,0,0,0,0,0.015169685,0.026194505,0,0,0
0,0,0,0.085235136,0.044649579,0,0,0,0,0.063823765
0,0,0,0,0,0.020685934,0.023813186,0,0,0
0,0,0,0.085235136,0,0,0.016371566,0,0,0
0,0,0,0.085235136,0,0,0,0,0.061105746,0
0,0,0.0470651,0.02272937,0.011906554,0.010113123,0.006548626,0.029326253,0.016294866,0.017019671
0,0,0.078441833,0,0,0.012641404,0.010914377,0,0.020368582,0
0,0,0.013073639,0.009470571,0.004961064,0.021069007,0.010004846,0.024438544,0.023763346,0.007091529
0,0,0.036203923,0.026226196,0.013738332,0.005834494,0.012593512,0,0.018801768,0
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0.031376733,0.02272937,0.023813109,0.010113123,0.010914377,0,0.008147433,0.017019671
0,0,0.035298825,0.025570541,0.017859832,0.011377264,0.011460096,0.02199469,0,0.012764753
0,0,0.016808964,0.06088224,0.012757023,0.005417745,0.00935518,0,0.008729392,0.018235361
0,0,0.0941302,0.068188109,0.035719663,0,0,0,0,0
0,0,0,0,0.044649579,0.018962106,0.016371566,0,0,0
0,0,0,0,0.044649579,0.037924212,0.008185783,0,0,0
0,0,0.078441833,0.056823424,0.029766386,0,0.005457189,0,0,0
0,0,0.013073639,0.066293995,0.009922129,0.008427603,0.003638126,0,0.027158109,0.014183059
0,0,0.012067974,0.013113098,0.009158888,0.015558651,0.014272647,0.022558656,0.012534512,0.006546027
0,0,0.019610458,0,0.029766386,0.018962106,0.010914377,0,0.010184291,0.021274588
0,0,0.026147278,0.094705707,0,0.008427603,0.003638126,0,0.013579055,0
0,0,0,0,0,0.018962106,0.024557348,0,0,0
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0.058831375,0.028411712,0.014883193,0.006320702,0.008185783,0,0.010184291,0.021274588
0,0,0,0.085235136,0,0.015169685,0.003274313,0,0.024442299,0
0,0,0.078441833,0,0,0.012641404,0.010914377,0,0.020368582,0
0,0,0.0470651,0,0.035719663,0,0.013097253,0,0.024442299,0
0,0,0.011479293,0.008315623,0.004356056,0.0240495,0.009583356,0.010729117,0.026826913,0.006226709
0,0,0.058831375,0,0,0.009481053,0.012278674,0,0.030552873,0
0,0,0.03765208,0.068188109,0,0.012135748,0.003929176,0,0.019553839,0
0,0,0.019610458,0.042617568,0,0.012641404,0.013642971,0,0.010184291,0
0,0,0.016229345,0.017634856,0.006158563,0.01830824,0.009032588,0.015168752,0.025285136,0.008803278
0,0,0.007591145,0.010998082,0.005761236,0.017127064,0.00950607,0.028380245,0.023653837,0.024705974
0,0,0,0.063926352,0.022324789,0,0.008185783,0,0.015276437,0.031911883
0,0,0.030364581,0.032994246,0.017283708,0.012233617,0.00528115,0.014190122,0.019711531,0.016470649
0,0,0.035298825,0.025570541,0.017859832,0.011377264,0.008185783,0.02199469,0.006110575,0.025529506
0,0,0,0.015784285,0.013229505,0.023878208,0.00848896,0,0.024894934,0.014183059
0,0,0,0.142058561,0,0,0,0,0.020368582,0
0,0,0,0.073058688,0,0.010835489,0.00467759,0,0.034917569,0
0,0,0.058831375,0.042617568,0,0.009481053,0.004092891,0,0.015276437,0.031911883
0,0,0.033617929,0.048705792,0,0.010835489,0.00467759,0,0.017458785,0.036470723
0,0,0.039220917,0.028411712,0,0,0.010914377,0,0.040737164,0
0,0,0,0.170470273,0,0,0,0,0,0
0,0,0.01882604,0.013637622,0.007143933,0.021237559,0.009168077,0.017595752,0.019553839,0.010211802
0,0,0,0.048705792,0.025514045,0.021670978,0.00467759,0,0,0.036470723
0,0,0.039220917,0,0,0.012641404,0.010914377,0,0.040737164,0
0,0,0,0.039339294,0.027476664,0.011668988,0.012593512,0,0,0.019638082
0,0,0.039220917,0.028411712,0.014883193,0.018962106,0.008185783,0,0,0.021274588
0,0,0,0,0.035719663,0.015169685,0.019645879,0,0,0
0,0,0,0.094705707,0.039688515,0,0.003638126,0,0.013579055,0
0,0,0,0,0,0,0,0,0,0
0,0,0.033617929,0.024352896,0.012757023,0.010835489,0.00935518,0,0.017458785,0.018235361
0,0,0.026147278,0.113646849,0.019844257,0,0.003638126,0,0,0
0,0,0.039220917,0.028411712,0.009922129,0.012641404,0.007276251,0,0.020368582,0.014183059
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0,0,0,0.025282808,0.021828754,0,0,0
0,0,0.058831375,0,0,0,0.024557348,0,0,0
0,0,0.015688367,0.034094055,0.011906554,0.020226247,0.010914377,0,0,0.017019671
0,0,0.052294556,0.018941141,0.009922129,0.008427603,0.007276251,0.024438544,0.013579055,0.028366118
0,0,0,0.051141082,0.035719663,0.007584842,0.009822939,0,0.012221149,0
0,0,0,0.02272937,0.011906554,0.025282808,0.008731502,0.029326253,0.008147433,0.017019671
0,0,0,0.042617568,0.014883193,0.012641404,0.005457189,0,0.020368582,0.042549177
0,0,0.017431519,0.037882283,0.006614752,0.019664406,0.009701669,0,0.009052703,0.009455373
0,0,0.013842676,0.060165979,0.010505783,0.004461672,0.011556399,0,0.007188911,0.015017357
0,0,0.015688367,0.017047027,0.005953277,0.017697966,0.008731502,0.029326253,0.024442299,0.008509835
0,0,0.015020777,0.007254054,0.011399892,0.02582074,0.009056611,0.009359442,0.018201712,0.01086362
0,0,0.058831375,0,0,0,0.024557348,0,0,0
0,0,0.008114672,0.017634856,0.006158563,0.026154629,0.010161661,0,0.016856758,0.008803278
0,0,0.018101962,0.013113098,0.006869166,0.02042073,0.01007481,0.016918992,0.018801768,0.009819041
0,0,0,0.042617568,0.044649579,0.018962106,0.008185783,0,0,0
0,0,0.058831375,0,0,0,0.016371566,0,0.030552873,0
0,0,0,0,0.178598315,0,0,0,0,0
0,0,0,0.077486488,0.01623621,0.013790623,0.002976648,0,0.022220271,0
0,0,0.029415688,0.042617568,0,0,0.008185783,0,0.030552873,0.031911883
0,0,0.026147278,0.066293995,0,0.012641404,0.003638126,0,0.027158109,0
0,0,0.058831375,0.021308784,0.011162395,0.009481053,0.010232229,0,0.007638218,0.015955941
0,0,0.011479293,0.012473435,0.004356056,0.014799693,0.01357642,0.021458234,0.020865377,0.006226709
0,0,0.021393227,0,0.048708631,0.006895311,0.011906593,0,0.022220271,0
0,0,0.013320311,0.012865681,0.010109339,0.018604331,0.009266924,0.024899649,0.025364649,0.004816888
0,0,0.039220917,0,0.029766386,0.012641404,0.016371566,0,0,0
0,0,0.078441833,0,0.029766386,0,0.010914377,0,0.020368582,0
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0,0.010654392,0.005581197,0.028443159,0.00716256,0.027493362,0.022914655,0.015955941
0,0,0.029415688,0.021308784,0.033487184,0.01422158,0.010232229,0.027493362,0,0
0,0,0,0.028411712,0,0.012641404,0.021828754,0,0,0
0,0,0.062753467,0.034094055,0.011906554,0,0.006548626,0.029326253,0.016294866,0.017019671
0,0,0.058831375,0,0.014883193,0.012641404,0.008185783,0.036657816,0.020368582,0
0,0,0.0470651,0.02272937,0.011906554,0.005056562,0.010914377,0,0.016294866,0.017019671
0,0,0.02353255,0.085235136,0.071439326,0,0,0,0,0
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0.033617929,0.036529344,0,0.016253234,0.00935518,0,0.008729392,0.018235361
0,0,0,0.113646849,0.059532772,0,0,0,0,0
0,0,0,0.056823424,0,0,0.021828754,0,0,0
0,0,0.011479293,0.016631246,0.004356056,0.022199539,0.00798613,0.021458234,0.023846145,0.012453418
0,0,0,0.085235136,0,0.037924212,0,0,0,0
0,0,0.078441833,0,0.019844257,0,0.018190629,0,0,0
0,0,0.039220917,0.028411712,0,0.025282808,0,0,0.040737164,0
0,0,0.042786455,0.038743244,0.008118105,0.010342967,0.005953297,0.019995173,0.016665204,0.011604321
0,0,0.039220917,0.028411712,0.009922129,0.008427603,0.009095314,0.024438544,0.013579055,0.014183059
0,0,0.00941302,0.017047027,0.014287865,0.024271496,0.007858352,0.017595752,0.019553839,0.005105901
0,0,0,0,0.035719663,0.03033937,0.013097253,0,0,0
0,0,0,0.085235136,0.029766386,0,0.005457189,0,0.020368582,0
0,0,0,0.056823424,0.029766386,0,0.010914377,0,0.020368582,0
0,0,0,0,0,0.028653849,0.010914377,0.019550835,0.024442299,0.011346447
0,0,0.078441833,0,0,0,0.010914377,0,0.040737164,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0.010654392,0.007441596,0.022122457,0.008185783,0.018328908,0.033098946,0.010637294
0,0,0,0.077486488,0.01623621,0.013790623,0.002976648,0,0.022220271,0
0,0,0.016808964,0.024352896,0.038271068,0.010835489,0.00935518,0,0,0.036470723
0,0,0.00941302,0.017047027,0.003571966,0.016686653,0.011787527,0.017595752,0.021998069,0.010211802
0,0,0.058831375,0,0,0,0.016371566,0,0.030552873,0
0,0,0,0.030994595,0.01623621,0.013790623,0.005953297,0,0.033330407,0.023208642
0,0,0,0,0,0.025282808,0.021828754,0,0,0
0,0,0,0.02272937,0.011906554,0.03033937,0.006548626,0.029326253,0.008147433,0.017019671
0,0,0.078441833,0.042617568,0,0.006320702,0.005457189,0,0.010184291,0.021274588
0,0,0.011766275,0.068188109,0.008929916,0.011377264,0.008185783,0,0.006110575,0.012764753
0,0,0.011766275,0.068188109,0.008929916,0.011377264,0.008185783,0,0.006110575,0.012764753
0,0,0,0,0,0,0.032743131,0,0,0
0,0,0.033617929,0.024352896,0.025514045,0.014447319,0.00935518,0,0.005819595,0.012156908
0,0,0.033617929,0.032470528,0.008504682,0.014447319,0.006236787,0.041894647,0.017458785,0
0,0,0,0.170470273,0,0,0,0,0,0
